Sl no,DISTRICT,BLOCK,Block Code,ONT LOCATION NAME,LOCATION CODE,ONT AVAILABILITY(%),REMARKS,HOTO Status,"GP Router Installed(Yes/No)",GP Router Installation Date,"Visibility in SNOC(Yes/ No)","Visibility in SNOC(Date)",LGD Code
528,ALAPPUZHA,CHENGANNUR,6264,PANDANAD,KL-ALA-CHE-220993,100,98-100%,Completed,No,,No,,KL-ALA-CHE-220993
529,ALAPPUZHA,CHENGANNUR,6264,THIRUVANVANDUR,KL-ALA-CHE-220995,100,98-100%,Completed,No,,No,,KL-ALA-CHE-220995
530,ALAPPUZHA,HARIPPAD,6265,CHERUTHANA,KL-ALA-HAR-220997,100,98-100%,Completed,No,,No,,KL-ALA-HAR-220997
531,ALAPPUZHA,HARIPPAD,6265,HARIPPAD,KL-ALA-HAR-O220999,100,98-100%,Completed,No,,No,,KL-ALA-HAR-O220999
532,ALAPPUZHA,MUTHUKULAM,6268,CHEPPAD,KL-ALA-MUT-221016,100,98-100%,Completed,No,,No,,KL-ALA-MUT-221016
533,ALAPPUZHA,MUTHUKULAM,6268,CHINGOLI,KL-ALA-MUT-220998,100,98-100%,Completed,No,,No,,KL-ALA-MUT-220998
534,ALAPPUZHA,MUTHUKULAM,6268,KRISHNAPURAM,KL-ALA-MUT-221019,100,98-100%,Completed,No,,No,,KL-ALA-MUT-221019
535,ALAPPUZHA,MUTHUKULAM,6268,PATHIYOOR,KL-ALA-MUT-221021,100,98-100%,Completed,No,,No,,KL-ALA-MUT-221021
536,ALAPPUZHA,PATTANAKKAD,6269,AROOR,KL-ALA-PAT-221022,100,98-100%,Completed,No,,No,,KL-ALA-PAT-221022
537,ALAPPUZHA,PATTANAKKAD,6269,VAYALAR,KL-ALA-PAT-221029,100,98-100%,Completed,No,,No,,KL-ALA-PAT-221029
538,ALAPPUZHA,THYCATTUSSERY,6270,AROOKUTTY,KL-ALA-THY-221030,100,98-100%,Completed,No,,No,,KL-ALA-THY-221030
539,ALAPPUZHA,VELIYANAD,6271,MUTTAR,KL-ALA-VEL-221036,100,98-100%,Completed,No,,No,,KL-ALA-VEL-221036
540,ALAPPUZHA,VELIYANAD,6271,RAMANKARI,KL-ALA-VEL-221039,100,98-100%,Completed,No,,No,,KL-ALA-VEL-221039
541,ALAPPUZHA,VELIYANAD,6271,VELIYANAD,KL-ALA-VEL-221040,100,98-100%,Completed,No,,No,,KL-ALA-VEL-221040
542,ERNAKULAM,ALANGAD,6272,KARUMALLOOR,KL-ERN-ALA-221042,100,98-100%,Completed,No,,No,,KL-ERN-ALA-221042
543,ERNAKULAM,ALANGAD,6272,VARAPUZHA,KL-ERN-ALA-221044,100,98-100%,Completed,No,,No,,KL-ERN-ALA-221044
544,ERNAKULAM,ANGAMALI,6273,KALADY,KL-ERN-ANG-221046,100,98-100%,Completed,No,,No,,KL-ERN-ANG-221046
545,ERNAKULAM,ANGAMALI,6273,KANJOOR,KL-ERN-ANG-221047,100,98-100%,Completed,No,,No,,KL-ERN-ANG-221047
546,ERNAKULAM,ANGAMALI,6273,KARUKUTTY,KL-ERN-ANG-221048,100,98-100%,Completed,No,,No,,KL-ERN-ANG-221048
547,ERNAKULAM,ANGAMALI,6273,MALAYATTOOR NEELESWARAM,KL-ERN-ANG-221049,100,98-100%,Completed,No,,No,,KL-ERN-ANG-221049
548,ERNAKULAM,ANGAMALI,6273,MANJAPRA,KL-ERN-ANG-221050,100,98-100%,Completed,No,,No,,KL-ERN-ANG-221050
549,ERNAKULAM,ANGAMALI,6273,MOOKKANNUR,KL-ERN-ANG-221051,100,98-100%,Completed,No,,No,,KL-ERN-ANG-221051
550,ERNAKULAM,ANGAMALI,6273,THURAVOOR,KL-ERN-ANG-221053,100,98-100%,Completed,No,,No,,KL-ERN-ANG-221053
551,ERNAKULAM,EDAPPALLY,6274,KADAMAKKUDY,KL-ERN-EDA-221055,100,98-100%,Completed,No,,No,,KL-ERN-EDA-221055
552,ERNAKULAM,EDAPPALLY,6274,MULAVUKAD,KL-ERN-EDA-221120,100,98-100%,Completed,No,,No,,KL-ERN-EDA-221120
553,ERNAKULAM,KOOVAPPADY,6275,ASAMANNOOR,KL-ERN-KOO-221056,100,98-100%,Completed,No,,No,,KL-ERN-KOO-221056
554,ERNAKULAM,KOOVAPPADY,6275,KOOVAPPADY,KL-ERN-KOO-221057,100,98-100%,Completed,No,,No,,KL-ERN-KOO-221057
555,ERNAKULAM,KOOVAPPADY,6275,OKKAL,KL-ERN-KOO-221059,100,98-100%,Completed,No,,No,,KL-ERN-KOO-221059
556,ERNAKULAM,KOOVAPPADY,6275,RAYAMANGALAM,KL-ERN-KOO-221060,100,98-100%,Completed,No,,No,,KL-ERN-KOO-221060
557,ERNAKULAM,KOTHAMANGALAM,6276,NELLIKKUZHI,KL-ERN-KOT-221066,100,98-100%,Completed,No,,No,,KL-ERN-KOT-221066
558,ERNAKULAM,KOTHAMANGALAM,6276,PAINGOTTUR,KL-ERN-KOT-221067,100,98-100%,Completed,No,,No,,KL-ERN-KOT-221067
559,ERNAKULAM,KOTHAMANGALAM,6276,PALLARIMANGALAM,KL-ERN-KOT-221068,100,98-100%,Completed,No,,No,,KL-ERN-KOT-221068
560,ERNAKULAM,KOTHAMANGALAM,6276,PINDIMANA,KL-ERN-KOT-221069,100,98-100%,Completed,No,,No,,KL-ERN-KOT-221069
561,ERNAKULAM,PAMPAKUDA,6280,PIRAVOM,KL-ERN-PAM-O221092,100,98-100%,Completed,No,,No,,KL-ERN-PAM-O221092
562,ERNAKULAM,PAMPAKUDA,6280,RAMAMANGALAM,KL-ERN-PAM-221093,100,98-100%,Completed,No,,No,,KL-ERN-PAM-221093
563,ERNAKULAM,PAMPAKUDA,6280,THIRUMARADY,KL-ERN-PAM-221094,100,98-100%,Completed,No,,No,,KL-ERN-PAM-221094
564,ERNAKULAM,PARAKKADAV,6281,KUNNUKARA,KL-ERN-PRA-221096,100,98-100%,Completed,No,,No,,KL-ERN-PRA-221096
565,ERNAKULAM,PARAKKADAV,6281,NEDUMBASSERY,KL-ERN-PRA-221097,100,98-100%,Completed,No,,No,,KL-ERN-PRA-221097
566,ERNAKULAM,PARAKKADAV,6281,PARAKKADAVU,KL-ERN-PRA-221098,100,98-100%,Completed,No,,No,,KL-ERN-PRA-221098
567,ERNAKULAM,PARAVUR,6282,CHITTATTUKARA,KL-ERN-PAR-221101,100,98-100%,Completed,No,,No,,KL-ERN-PAR-221101
568,ERNAKULAM,PARAVUR,6282,EZHIKKARA,KL-ERN-PAR-221102,100,98-100%,Completed,No,,No,,KL-ERN-PAR-221102
569,ERNAKULAM,PARAVUR,6282,KOTTUVALLY,KL-ERN-PAR-221103,100,98-100%,Completed,No,,No,,KL-ERN-PAR-221103
570,ERNAKULAM,PARAVUR,6282,VADAKKEKARA,KL-ERN-PAR-221104,100,98-100%,Completed,No,,No,,KL-ERN-PAR-221104
571,ERNAKULAM,VADAVUCODE,6283,AIKKARANAD,KL-ERN-VAD-221105,100,98-100%,Completed,No,,No,,KL-ERN-VAD-221105
572,ERNAKULAM,VADAVUCODE,6283,MAZHUVANNOOR,KL-ERN-VAD-221107,100,98-100%,Completed,No,,No,,KL-ERN-VAD-221107
573,ERNAKULAM,VADAVUCODE,6283,POOTHRIKKA,KL-ERN-VAD-221108,100,98-100%,Completed,No,,No,,KL-ERN-VAD-221108
574,ERNAKULAM,VADAVUCODE,6283,THIRUVANIYOOR,KL-ERN-VAD-221109,100,98-100%,Completed,No,,No,,KL-ERN-VAD-221109
575,ERNAKULAM,VAZHAKKULAM,6284,KEEZHMAD,KL-ERN-VAZ-221113,100,98-100%,Completed,No,,No,,KL-ERN-VAZ-221113
576,ERNAKULAM,VAZHAKKULAM,6284,VAZHAKKULAM,KL-ERN-VAZ-221115,100,98-100%,Completed,No,,No,,KL-ERN-VAZ-221115
577,ERNAKULAM,VAZHAKKULAM,6284,VENGOLA,KL-ERN-VAZ-221116,100,98-100%,Completed,No,,No,,KL-ERN-VAZ-221116
578,ERNAKULAM,VYPEEN,6285,NAYARAMBALAM,KL-ERN-VYP-221121,100,98-100%,Completed,No,,No,,KL-ERN-VYP-221121
579,IDUKKI,IDUKKI,6290,KAMAKSHY,KL-IDU-IDU-221152,100,98-100%,Completed,No,,No,,KL-IDU-IDU-221152
580,IDUKKI,IDUKKI,6290,VAZHATHOPE,KL-IDU-IDU-221155,100,98-100%,Completed,No,,No,,KL-IDU-IDU-221155
581,KANNUR,IRITTY,6296,ARALAM,KL-KNU-IRI-221195,100,98-100%,Completed,No,,No,,KL-KNU-IRI-221195
582,KANNUR,IRITTY,6296,KEEZHALLUR,KL-KNU-IRI-221197,100,98-100%,Completed,No,,No,,KL-KNU-IRI-221197
583,KANNUR,IRITTY,6296,PAYAM,KL-KNU-IRI-221200,100,98-100%,Completed,No,,No,,KL-KNU-IRI-221200
584,KANNUR,KALLIASSERI,6884,CHERUKUNNU,KL-KNU-KAL-221238,100,98-100%,Completed,No,,No,,KL-KNU-KAL-221238
585,KANNUR,KALLIASSERI,6884,CHERUTHAZHAM,KL-KNU-KAL-221217,100,98-100%,Completed,No,,No,,KL-KNU-KAL-221217
586,KANNUR,KALLIASSERI,6884,EZHOME,KL-KNU-KAL-221219,100,98-100%,Completed,No,,No,,KL-KNU-KAL-221219
587,KANNUR,KALLIASSERI,6884,KALLIASSERY,KL-KNU-KAL-221239,100,98-100%,Completed,No,,No,,KL-KNU-KAL-221239
588,KANNUR,TALIPARAMBA,6301,ALAKODE,KL-KNU-TAL-221235,100,98-100%,Completed,No,,No,,KL-KNU-TAL-221235
589,KANNUR,TALIPARAMBA,6301,CHAPPARAPADAVU,KL-KNU-TAL-221236,100,98-100%,Completed,No,,No,,KL-KNU-TAL-221236
590,KANNUR,TALIPARAMBA,6301,KADANNAPALLY - PANAPUZHA,KL-KNU-TAL-221220,100,98-100%,Completed,No,,No,,KL-KNU-TAL-221220
591,KANNUR,TALIPARAMBA,6301,KURUMATHUR,KL-KNU-TAL-221241,100,98-100%,Completed,No,,No,,KL-KNU-TAL-221241
592,KANNUR,THALASSERY,6302,NEW MAHI,KL-KNU-THA-221254,100,98-100%,Completed,No,,No,,KL-KNU-THA-221254
593,KANNUR,THALASSERY,6302,PINARAYI,KL-KNU-THA-221256,100,98-100%,Completed,No,,No,,KL-KNU-THA-221256
594,KANNUR,THALASSERY,6302,VENGAD,KL-KNU-THA-221215,100,98-100%,Completed,No,,No,,KL-KNU-THA-221215
595,KASARAGOD,KANHANGAD,6303,MADIKKAI,KL-KGD-KAN-221261,100,98-100%,Completed,No,,No,,KL-KGD-KAN-221261
596,KASARAGOD,KANHANGAD,6303,PALLIKKARA,KL-KGD-KAN-221262,100,98-100%,Completed,No,,No,,KL-KGD-KAN-221262
597,KASARAGOD,KASARGOD,6304,KUMBALA,KL-KGD-KAS-221279,100,98-100%,Completed,No,,No,,KL-KGD-KAS-221279
598,KASARAGOD,KASARGOD,6304,MADHUR,KL-KGD-KAS-221272,100,98-100%,Completed,No,,No,,KL-KGD-KAS-221272
599,KASARAGOD,KASARGOD,6304,MOGRAL PUTHUR,KL-KGD-KAS-221273,100,98-100%,Completed,No,,No,,KL-KGD-KAS-221273
600,KASARAGOD,MANJESHWAR,6305,ENMAKAJE,KL-KGD-MAN-221277,100,98-100%,Completed,No,,No,,KL-KGD-MAN-221277
601,KASARAGOD,MANJESHWAR,6305,MANGALPADY,KL-KGD-MAN-221280,100,98-100%,Completed,No,,No,,KL-KGD-MAN-221280
602,KASARAGOD,MANJESHWAR,6305,MANJEWSWARAM,KL-KGD-MAN-221281,100,98-100%,Completed,No,,No,,KL-KGD-MAN-221281
603,KASARAGOD,MANJESHWAR,6305,MEENJA,KL-KGD-MAN-221282,100,98-100%,Completed,No,,No,,KL-KGD-MAN-221282
604,KASARAGOD,MANJESHWAR,6305,PAIVALIKE,KL-KGD-MAN-221283,100,98-100%,Completed,No,,No,,KL-KGD-MAN-221283
605,KASARAGOD,MANJESHWAR,6305,PUTHIGE,KL-KGD-MAN-221284,100,98-100%,Completed,No,,No,,KL-KGD-MAN-221284
606,KASARAGOD,NILESHWAR,6306,CHERUVATHUR,KL-KGD-NIL-221286,100,98-100%,Completed,No,,No,,KL-KGD-NIL-221286
607,KASARAGOD,NILESHWAR,6306,KAYYUR CHEEMENI,KL-KGD-NIL-221288,100,98-100%,Completed,No,,No,,KL-KGD-NIL-221288
608,KASARAGOD,NILESHWAR,6306,PADNE,KL-KGD-NIL-221290,100,98-100%,Completed,No,,No,,KL-KGD-NIL-221290
609,KASARAGOD,NILESHWAR,6306,PILICODE,KL-KGD-NIL-221291,100,98-100%,Completed,No,,No,,KL-KGD-NIL-221291
610,KASARAGOD,NILESHWAR,6306,THRIKKARIPUR,KL-KGD-NIL-221292,100,98-100%,Completed,No,,No,,KL-KGD-NIL-221292
611,KASARAGOD,NILESHWAR,6306,VALIYAPARAMBA,KL-KGD-NIL-221293,100,98-100%,Completed,No,,No,,KL-KGD-NIL-221293
612,KOLLAM,ANCHAL,6307,KULATHUPUZHA,KL-KLM-ANC-221301,100,98-100%,Completed,No,,No,,KL-KLM-ANC-221301
613,KOLLAM,ANCHAL,6307,THENMALA,KL-KLM-ANC-221302,100,98-100%,Completed,No,,No,,KL-KLM-ANC-221302
614,KOLLAM,CHADAYAMANGALAM,6308,CHITHARA,KL-KLM-CDA-221306,100,98-100%,Completed,No,,No,,KL-KLM-CDA-221306
615,KOLLAM,CHADAYAMANGALAM,6308,ELAMADU,KL-KLM-CDA-221307,100,98-100%,Completed,No,,No,,KL-KLM-CDA-221307
616,KOLLAM,CHADAYAMANGALAM,6308,ITTIVA,KL-KLM-CDA-221308,100,98-100%,Completed,No,,No,,KL-KLM-CDA-221308
617,KOLLAM,CHADAYAMANGALAM,6308,KADAKKAL,KL-KLM-CDA-221309,100,98-100%,Completed,No,,No,,KL-KLM-CDA-221309
618,KOLLAM,CHADAYAMANGALAM,6308,KUMMIL,KL-KLM-CDA-244115,100,98-100%,Completed,No,,No,,KL-KLM-CDA-244115
619,KOLLAM,CHAVARA,6309,CHAVARA,KL-KLM-CHA-221312,100,98-100%,Completed,No,,No,,KL-KLM-CHA-221312
620,KOLLAM,CHAVARA,6309,NEENDAKARA,KL-KLM-CHA-221313,100,98-100%,Completed,No,,No,,KL-KLM-CHA-221313
621,KOLLAM,CHAVARA,6309,THEVALAKKARA,KL-KLM-CHA-221316,100,98-100%,Completed,No,,No,,KL-KLM-CHA-221316
622,KOLLAM,CHITTUMALA,6310,KIZHAKKEKALLADA,KL-KLM-CHI-221317,100,98-100%,Completed,No,,No,,KL-KLM-CHI-221317
623,KOLLAM,CHITTUMALA,6310,MUNDROTHURUTHU,KL-KLM-CHI-221319,100,98-100%,Completed,No,,No,,KL-KLM-CHI-221319
624,KOLLAM,CHITTUMALA,6310,PANAYAM,KL-KLM-CHI-221320,100,98-100%,Completed,No,,No,,KL-KLM-CHI-221320
625,KOLLAM,CHITTUMALA,6310,PERINAD,KL-KLM-CHI-221322,100,98-100%,Completed,No,,No,,KL-KLM-CHI-221322
626,KOLLAM,CHITTUMALA,6310,THRIKKADAVUR,KL-KLM-CHI-O221303,100,98-100%,Completed,No,,No,,KL-KLM-CHI-O221303
627,KOLLAM,CHITTUMALA,6310,THRIKKARUVA,KL-KLM-CHI-221304,100,98-100%,Completed,No,,No,,KL-KLM-CHI-221304
628,KOLLAM,ITHIKKARA,6311,ADICHANALLOOR,KL-KLM-ITH-221323,100,98-100%,Completed,No,,No,,KL-KLM-ITH-221323
629,KOLLAM,SASTHAMCOTTAH,6316,SOORANAD SOUTH,KL-KLM-SAS-221355,100,98-100%,Completed,No,,No,,KL-KLM-SAS-221355
630,KOLLAM,VETTIKKAVALA,6317,KULAKKADA,KL-KLM-VET-221357,100,98-100%,Completed,No,,No,,KL-KLM-VET-221357
631,KOLLAM,VETTIKKAVALA,6317,MYLAM,KL-KLM-VET-221359,100,98-100%,Completed,No,,No,,KL-KLM-VET-221359
632,KOLLAM,VETTIKKAVALA,6317,UMMANNUR,KL-KLM-VET-221361,100,98-100%,Completed,No,,No,,KL-KLM-VET-221361
633,KOTTAYAM,ERATTUPETTA,6318,ERATTUPETTA,KL-KTM-ERA-O221363,100,98-100%,Completed,No,,No,,KL-KTM-ERA-O221363
634,KOTTAYAM,ERATTUPETTA,6318,MELUKAVU,KL-KTM-ERA-221364,100,98-100%,Completed,No,,No,,KL-KTM-ERA-221364
635,KOTTAYAM,ERATTUPETTA,6318,MOONILAVU,KL-KTM-ERA-221365,100,98-100%,Completed,No,,No,,KL-KTM-ERA-221365
636,KOTTAYAM,ERATTUPETTA,6318,POONJAR,KL-KTM-ERA-221366,100,98-100%,Completed,No,,No,,KL-KTM-ERA-221366
637,KOTTAYAM,ERATTUPETTA,6318,POONJAR THEKKEKARA,KL-KTM-ERA-221367,100,98-100%,Completed,No,,No,,KL-KTM-ERA-221367
638,KOTTAYAM,ERATTUPETTA,6318,THALAPPALAM,KL-KTM-ERA-221370,100,98-100%,Completed,No,,No,,KL-KTM-ERA-221370
639,KOTTAYAM,ERATTUPETTA,6318,THIDANAD,KL-KTM-ERA-221371,100,98-100%,Completed,No,,No,,KL-KTM-ERA-221371
640,KOTTAYAM,ETTUMANOOR,6319,AYMANAM,KL-KTM-ETT-221372,100,98-100%,Completed,No,,No,,KL-KTM-ETT-221372
641,KOTTAYAM,ETTUMANOOR,6319,ETTUMANOOR,KL-KTM-ETT-O221375,100,98-100%,Completed,No,,No,,KL-KTM-ETT-O221375
642,KOTTAYAM,ETTUMANOOR,6319,KUMARAKOM,KL-KTM-ETT-221404,100,98-100%,Completed,No,,No,,KL-KTM-ETT-221404
643,KOTTAYAM,KADUTHURUTHY,6320,MULAKULAM,KL-KTM-KAD-221380,100,98-100%,Completed,No,,No,,KL-KTM-KAD-221380
644,KOTTAYAM,KADUTHURUTHY,6320,NJEEZHOOR,KL-KTM-KAD-221381,100,98-100%,Completed,No,,No,,KL-KTM-KAD-221381
645,KOTTAYAM,KANJIRAPPALLY,6321,ERUMELI,KL-KTM-KAN-221384,100,98-100%,Completed,No,,No,,KL-KTM-KAN-221384
646,KOTTAYAM,KANJIRAPPALLY,6321,KANJIRAPPALLY,KL-KTM-KAN-221385,100,98-100%,Completed,No,,No,,KL-KTM-KAN-221385
647,KOTTAYAM,KANJIRAPPALLY,6321,KOOTTICKAL,KL-KTM-KAN-221386,100,98-100%,Completed,No,,No,,KL-KTM-KAN-221386
648,KOTTAYAM,KANJIRAPPALLY,6321,KORUTHODE,KL-KTM-KAN-239035,100,98-100%,Completed,No,,No,,KL-KTM-KAN-239035
649,KOTTAYAM,KANJIRAPPALLY,6321,MANIMALA,KL-KTM-KAN-221387,100,98-100%,Completed,No,,No,,KL-KTM-KAN-221387
650,KOTTAYAM,KANJIRAPPALLY,6321,PARATHODE,KL-KTM-KAN-221389,100,98-100%,Completed,No,,No,,KL-KTM-KAN-221389
651,KOTTAYAM,LALAM,6322,BHARANANGANAM,KL-KTM-LAL-221390,100,98-100%,Completed,No,,No,,KL-KTM-LAL-221390
652,KOTTAYAM,LALAM,6322,KADANAD,KL-KTM-LAL-221391,100,98-100%,Completed,No,,No,,KL-KTM-LAL-221391
653,KOTTAYAM,LALAM,6322,KAROOR,KL-KTM-LAL-221392,100,98-100%,Completed,No,,No,,KL-KTM-LAL-221392
654,KOTTAYAM,UZHAVOOR,6326,KANAKKARI,KL-KTM-UZH-221417,100,98-100%,Completed,No,,No,,KL-KTM-UZH-221417
655,KOTTAYAM,VAIKOM,6327,TV PURAM,KL-KTM-VAI-221427,100,98-100%,Completed,No,,No,,KL-KTM-VAI-221427
656,KOTTAYAM,VAZHOOR,6328,CHIRAKKADAVU,KL-KTM-VAZ-221430,100,98-100%,Completed,No,,No,,KL-KTM-VAZ-221430
657,KOTTAYAM,VAZHOOR,6328,VAZHOOR,KL-KTM-VAZ-221433,100,98-100%,Completed,No,,No,,KL-KTM-VAZ-221433
658,KOTTAYAM,VAZHOOR,6328,VELLAVOOR,KL-KTM-VAZ-221434,100,98-100%,Completed,No,,No,,KL-KTM-VAZ-221434
659,KOZHIKODE,BALUSSERI,6329,BALUSSERI,KL-KOZ-BAL-221436,100,98-100%,Completed,No,,No,,KL-KOZ-BAL-221436
660,KOZHIKODE,BALUSSERI,6329,PANANGAD,KL-KOZ-BAL-221440,100,98-100%,Completed,No,,No,,KL-KOZ-BAL-221440
661,KOZHIKODE,CHELANNUR,6330,CHELANNUR,KL-KOZ-CHE-221443,100,98-100%,Completed,No,,No,,KL-KOZ-CHE-221443
662,KOZHIKODE,CHELANNUR,6330,KAKKODI,KL-KOZ-CHE-221444,100,98-100%,Completed,No,,No,,KL-KOZ-CHE-221444
663,KOZHIKODE,CHELANNUR,6330,KAKKUR,KL-KOZ-CHE-221445,100,98-100%,Completed,No,,No,,KL-KOZ-CHE-221445
664,KOZHIKODE,KODUVALLY,6331,KODENCHERI,KL-KOZ-KOD-221463,100,98-100%,Completed,No,,No,,KL-KOZ-KOD-221463
665,KOZHIKODE,KODUVALLY,6331,KODUVALLY,KL-KOZ-KOD-O221450,100,98-100%,Completed,No,,No,,KL-KOZ-KOD-O221450
666,KOZHIKODE,KODUVALLY,6331,PUTHUPPADY,KL-KOZ-KOD-221454,100,98-100%,Completed,No,,No,,KL-KOZ-KOD-221454
667,KOZHIKODE,KUNNAMANGALAM,6333,CHATHAMANGALAM,KL-KOZ-KMA-221461,100,98-100%,Completed,No,,No,,KL-KOZ-KMA-221461
668,KOZHIKODE,KUNNAMANGALAM,6333,KARASSERI,KL-KOZ-KMA-221462,100,98-100%,Completed,No,,No,,KL-KOZ-KMA-221462
669,KOZHIKODE,KUNNAMANGALAM,6333,KODIYATHUR,KL-KOZ-KMA-221464,100,98-100%,Completed,No,,No,,KL-KOZ-KMA-221464
670,KOZHIKODE,KUNNAMANGALAM,6333,MAVOOR,KL-KOZ-KMA-221467,100,98-100%,Completed,No,,No,,KL-KOZ-KMA-221467
671,KOZHIKODE,KUNNUMMAL,6334,KUTTIADI,KL-KOZ-KUN-221474,100,98-100%,Completed,No,,No,,KL-KOZ-KUN-221474
672,KOZHIKODE,KUNNUMMAL,6334,MARUTHOMKARA,KL-KOZ-KUN-221475,100,98-100%,Completed,No,,No,,KL-KOZ-KUN-221475
673,KOZHIKODE,MELDAY,6335,THIKKODI,KL-KOZ-MEL-221482,100,98-100%,Completed,No,,No,,KL-KOZ-MEL-221482
674,KOZHIKODE,PANTHALAYANI,6336,CHENGOTTUKAVU,KL-KOZ-PAN-221486,100,98-100%,Completed,No,,No,,KL-KOZ-PAN-221486
675,KOZHIKODE,PERAMBRA,6337,CHERUVANNUR,KL-KOZ-PER-221490,100,98-100%,Completed,No,,No,,KL-KOZ-PER-221490
676,KOZHIKODE,PERAMBRA,6337,KAYANNA,KL-KOZ-PER-221491,100,98-100%,Completed,No,,No,,KL-KOZ-PER-221491
677,KOZHIKODE,PERAMBRA,6337,NOCHAD,KL-KOZ-PER-221493,100,98-100%,Completed,No,,No,,KL-KOZ-PER-221493
678,KOZHIKODE,PERAMBRA,6337,PERAMBRA,KL-KOZ-PER-221494,100,98-100%,Completed,No,,No,,KL-KOZ-PER-221494
679,KOZHIKODE,THUNERI,6339,NADAPURAM,KL-KOZ-THU-221476,100,98-100%,Completed,No,,No,,KL-KOZ-THU-221476
680,KOZHIKODE,THUNERI,6339,VALAYAM,KL-KOZ-THU-221503,100,98-100%,Completed,No,,No,,KL-KOZ-THU-221503
681,KOZHIKODE,THUNERI,6339,VANIMEL,KL-KOZ-THU-221504,100,98-100%,Completed,No,,No,,KL-KOZ-THU-221504
682,KOZHIKODE,VADAKARA,6340,AZHIYUR,KL-KOZ-VAD-221505,100,98-100%,Completed,No,,No,,KL-KOZ-VAD-221505
683,KOZHIKODE,VADAKARA,6340,CHORODE,KL-KOZ-VAD-221506,100,98-100%,Completed,No,,No,,KL-KOZ-VAD-221506
684,KOZHIKODE,VADAKARA,6340,ONCHIYAM,KL-KOZ-VAD-221508,100,98-100%,Completed,No,,No,,KL-KOZ-VAD-221508
685,MALAPPURAM,PERINTHALMANNA,6347,PULAMANTHOLE,KL-MPP-PNT-221542,100,98-100%,Completed,No,,No,,KL-MPP-PNT-221542
686,MALAPPURAM,PERINTHALMANNA,6347,THAZHEKODE,KL-MPP-PNT-221559,100,98-100%,Completed,No,,No,,KL-MPP-PNT-221559
687,MALAPPURAM,PERINTHALMANNA,6347,VETTATHUR,KL-MPP-PNT-221560,100,98-100%,Completed,No,,No,,KL-MPP-PNT-221560
688,MALAPPURAM,PONNANI,6349,EDAPPAL,KL-MPP-PON-221566,100,98-100%,Completed,No,,No,,KL-MPP-PON-221566
689,MALAPPURAM,PONNANI,6349,KALADY,KL-MPP-PON-239030,100,98-100%,Completed,No,,No,,KL-MPP-PON-239030
690,MALAPPURAM,PONNANI,6349,TAVANUR,KL-MPP-PON-221567,100,98-100%,Completed,No,,No,,KL-MPP-PON-221567
691,MALAPPURAM,PONNANI,6349,VATTAMKULAM,KL-MPP-PON-221568,100,98-100%,Completed,No,,No,,KL-MPP-PON-221568
692,MALAPPURAM,TANUR,6350,CHERIYAMUNDAM,KL-MPP-TAN-221569,100,98-100%,Completed,No,,No,,KL-MPP-TAN-221569
693,MALAPPURAM,TIRUR,6351,TRIPRANGODE,KL-MPP-TRU-221581,100,98-100%,Completed,No,,No,,KL-MPP-TRU-221581
694,MALAPPURAM,TIRURANGADI,6352,NANNAMBRA,KL-MPP-TIR-221584,100,98-100%,Completed,No,,No,,KL-MPP-TIR-221584
695,MALAPPURAM,TIRURANGADI,6352,PARAPPANANGADI,KL-MPP-TIR-O221585,100,98-100%,Completed,No,,No,,KL-MPP-TIR-O221585
696,MALAPPURAM,TIRURANGADI,6352,VALLIKKUNNU,KL-MPP-TIR-221589,100,98-100%,Completed,No,,No,,KL-MPP-TIR-221589
697,MALAPPURAM,VENGARA,6353,ABDUL RAHIMAN NAGAR,KL-MPP-VEN-221590,100,98-100%,Completed,No,,No,,KL-MPP-VEN-221590
698,MALAPPURAM,VENGARA,6353,EDARIKODE,KL-MPP-VEN-221591,100,98-100%,Completed,No,,No,,KL-MPP-VEN-221591
699,MALAPPURAM,VENGARA,6353,KANNAMANGALAM,KL-MPP-VEN-221592,100,98-100%,Completed,No,,No,,KL-MPP-VEN-221592
700,MALAPPURAM,VENGARA,6353,URAKAM,KL-MPP-VEN-221534,100,98-100%,Completed,No,,No,,KL-MPP-VEN-221534
701,MALAPPURAM,VENGARA,6353,VENGARA,KL-MPP-VEN-221596,100,98-100%,Completed,No,,No,,KL-MPP-VEN-221596
702,MALAPPURAM,WANDOOR,6354,PANDIKKAD,KL-MPP-WAN-221600,100,98-100%,Completed,No,,No,,KL-MPP-WAN-221600
703,MALAPPURAM,WANDOOR,6354,PORUR,KL-MPP-WAN-221601,100,98-100%,Completed,No,,No,,KL-MPP-WAN-221601
704,MALAPPURAM,WANDOOR,6354,THIRUVALI,KL-MPP-WAN-221602,100,98-100%,Completed,No,,No,,KL-MPP-WAN-221602
705,MALAPPURAM,WANDOOR,6354,TRIKKALANGODE,KL-MPP-WAN-221604,100,98-100%,Completed,No,,No,,KL-MPP-WAN-221604
706,MALAPPURAM,WANDOOR,6354,WANDOOR,KL-MPP-WAN-221605,100,98-100%,Completed,No,,No,,KL-MPP-WAN-221605
707,PALAKKAD,ALATHUR,6355,ALATHUR,KL-PAL-ALA-221606,100,98-100%,Completed,No,,No,,KL-PAL-ALA-221606
708,PALAKKAD,ALATHUR,6355,KANNAMBARA,KL-PAL-ALA-221608,100,98-100%,Completed,No,,No,,KL-PAL-ALA-221608
